timestamp,ue_id,downlink_throughput,uplink_throughput,high_load
29960,5639,12478,10335,0
29970,4980,16861,11625,0
29980,5229,18272,12737,0
29990,1362,17989,12620,0
30000,9671,46050,35604,1
30010,5633,14423,11264,0
30020,2505,12717,10006,0
30030,8382,12613,10090,0
30040,5879,14782,11185,0
30050,4065,16667,12218,0
30060,9123,15737,10569,0
30070,5045,14844,13091,0
30080,5166,16593,9583,0
30090,8998,15231,9095,0
30100,2865,17865,11256,0
30110,2786,12160,11246,0
30120,1308,11827,10245,0
30130,9730,14238,9654,0
30140,3682,11838,9038,0
30150,1278,16065,10237,0
30160,1319,13236,9574,0
30170,6028,15474,10227,0
30180,4206,11431,8900,0
30190,3903,14614,9723,0
30200,1542,14701,10592,0
30210,5547,13903,9984,0
30220,5596,15296,11686,0
30230,4448,13073,10089,0
30240,6454,14182,8965,0
30250,2881,8605,10116,0
30260,6250,13798,10521,0
30270,8612,11703,9833,0
30280,7402,12332,8804,0
30290,2451,10507,9534,0
30300,9414,13713,7703,0
30310,1896,12519,10389,0
30320,9127,12997,9724,0
30330,2518,12842,9978,0
30340,3698,10888,7957,0
30350,4252,13472,9929,0
30360,4132,12501,10051,0
30370,8787,9862,9445,0
30380,9560,11761,8687,0
30390,8041,10670,9061,0
30400,9618,11620,7574,0
30410,6543,11790,8011,0
30420,3066,13490,8670,0
30430,4637,10579,9397,0
30440,4468,10696,8619,0
30450,5011,10864,8786,0
30460,3968,10177,7572,0
30470,4227,10928,6276,0
30480,8043,12705,10181,0
30490,5437,9091,8558,0
30500,1072,12309,10006,0
30510,1835,12851,8293,0
30520,4910,9301,7807,0
30530,8763,10783,8634,0
30540,8356,11871,8797,0
30550,2892,11475,7715,0
30560,7550,9756,7674,0
30570,8333,12067,8862,0
30580,8244,10781,9015,0
30590,9207,10017,6457,0
30600,8376,8777,7720,0
30610,7597,8128,8385,0
30620,3363,9560,8197,0
30630,1411,11100,6302,0
30640,1799,11272,7471,0
30650,2613,10440,7579,0
30660,4059,10066,7599,0
30670,4776,9170,8402,0
30680,8730,10534,7475,0
30690,6161,11228,9206,0
30700,7646,10536,7548,0
30710,8386,10156,8511,0
30720,2476,9084,7578,0
30730,4126,9275,7814,0
30740,1169,11628,7617,0
30750,9439,12475,8563,0
30760,2468,7966,7823,0
30770,1533,11832,7588,0
30780,9893,11010,9031,0
30790,2831,8104,6644,0
30800,3170,11615,7147,0
30810,5264,8733,7388,0
30820,4100,12250,9167,0
30830,3525,7839,7152,0
30840,6144,10718,7588,0
30850,6832,8905,7570,0
30860,9631,9763,8561,0
30870,3886,12295,8158,0
30880,9738,10543,8730,0
30890,1230,10044,7144,0
30900,9902,12550,7893,0
30910,3630,9341,7373,0
30920,7057,10830,7990,0
30930,7310,10789,9570,0
30940,6526,11226,8395,0
30950,4638,12323,7902,0
30960,7205,11587,8866,0
30970,9043,9884,8789,0
30980,4827,11772,9971,0
30990,4799,10881,8899,0
31000,7203,11518,8579,0
31010,5410,8899,9103,0
31020,4516,12131,8885,0
31030,6071,12281,9869,0
31040,2503,14052,9953,0
31050,8057,11754,8198,0
31060,1736,14888,10325,0
31070,7493,12063,10645,0
31080,1437,11628,9810,0
31090,1851,13671,8418,0
31100,6214,11891,7941,0
31110,1477,15036,9989,0
31120,9033,12258,10963,0
31130,9914,14662,8700,0
31140,9579,16352,12421,0
31150,4708,12115,12693,0
31160,1186,13486,10510,0
31170,1240,13085,11232,0
31180,7224,13409,11425,0
31190,8508,13364,10213,0
31200,6790,14007,9455,0
31210,1285,16127,12106,0
31220,9544,14991,9924,0
31230,2074,13408,11385,0
31240,8478,14800,10826,0
31250,7982,14668,13205,0
31260,6509,14292,11660,0
31270,2590,18060,13620,0
31280,6538,16454,14447,0
31290,4848,16391,12159,0
31300,1319,18804,13774,0
31310,9700,14419,12642,0
31320,2437,16710,12791,0
31330,5761,21511,15566,0
31340,7506,19229,15743,0
31350,1360,20437,15311,0
31360,4920,24475,13640,0
31370,1432,20079,15099,0
31380,4030,18304,13496,0
31390,1531,20091,16466,0
31400,7394,21145,16740,0
31410,2304,19734,14010,0
31420,3086,23480,16100,0
31430,2533,16216,14109,0
31440,1632,25462,16671,0
31450,9949,23623,13952,0
31460,1220,16731,14796,0
31470,7387,24865,15564,0
31480,4807,21758,15681,0
31490,4098,26385,14488,0
31500,7031,18839,18907,0
31510,6681,22917,14238,0
31520,5225,20502,16061,0
31530,7006,25400,17086,0
31540,1707,23372,19720,0
31550,9774,22616,19925,0
31560,1651,22049,17432,0
31570,1462,24799,18976,0
31580,2313,23820,15800,0
31590,5065,20435,16909,0
31600,7938,25965,18801,0
31610,4311,22409,20726,0
31620,5290,29626,18314,0
31630,1714,24372,21938,0
31640,8856,29348,18604,0
31650,6113,29343,22310,1
31660,5437,21769,19874,0
31670,5334,23572,19485,0
31680,8040,26033,20783,0
31690,6829,22160,19915,0
31700,6746,27683,21465,0
31710,5378,23887,19217,0
31720,4771,26208,21549,0
31730,8841,27209,22487,0
31740,4098,26460,23097,0
31750,6727,34189,20070,1
31760,8035,29146,24833,1
31770,8999,28766,24357,1
31780,9807,26013,23987,0
31790,9462,26241,21732,0
31800,9420,32825,22180,1
31810,4400,27188,24316,1
31820,5843,30969,20341,1
31830,8024,25670,18452,0
31840,8343,25525,22174,0
31850,3792,29096,22920,1
31860,7667,31299,24952,1
31870,7196,27580,18815,0
31880,8753,23730,20846,0
31890,6547,28276,21386,0
31900,8371,24567,23583,0
31910,7744,32413,22529,1
31920,9074,33543,23761,1
31930,6348,19893,18407,0
31940,4096,33792,22943,1
31950,4199,32208,26131,1
31960,3021,30323,21568,1
31970,7481,27600,24215,1
31980,9946,32846,20877,1
31990,2381,38314,22107,1
32000,6918,26944,27815,1
32010,7636,29353,26691,1
32020,9331,31764,21338,1
32030,3684,26621,19193,0
32040,3481,30675,21926,1
32050,6220,31982,23917,1
32060,9944,36790,25557,1
32070,5049,29091,23742,1
32080,3181,32081,22602,1
32090,1344,31520,21894,1
32100,8105,32489,19394,1
32110,9905,27495,21383,0
32120,5427,28288,24476,1
32130,1987,28756,17229,0
32140,7782,28597,19984,0
32150,3741,30588,20182,1
32160,6947,30226,21896,1
32170,6433,25433,21243,0
32180,7712,31799,22472,1
32190,8649,29033,21370,0
32200,6160,22930,23343,0
32210,9732,28463,19764,0
32220,3603,28317,19513,0
32230,8666,25915,20432,0
32240,6465,23290,19073,0
32250,3600,26833,17798,0
32260,8477,26293,21528,0
32270,4161,29599,22448,1
32280,5816,36442,22976,1
32290,9893,23878,20942,0
32300,3280,25074,20271,0
32310,1005,27907,20841,0
32320,6801,22623,19486,0
32330,3142,23666,19321,0
32340,8449,28031,21542,0
32350,6779,27470,19657,0
32360,4512,26759,16909,0
32370,1956,27907,21152,0
32380,4628,24899,18534,0
32390,3260,29169,18166,0
32400,8018,26158,18889,0
32410,7081,32839,21319,1
32420,9650,24895,18280,0
32430,8826,28140,17145,0
32440,8518,28312,21602,0
32450,6105,29521,21984,1
32460,9307,23195,20498,0
32470,4314,25419,21199,0
32480,3044,24997,19901,0
32490,9909,26508,20893,0
32500,7837,20514,20139,0
32510,5905,23907,16416,0
32520,2350,23086,15691,0
32530,8340,23526,19634,0
32540,7438,24094,20621,0
32550,3133,28958,21373,0
32560,2500,25683,18884,0
32570,6619,25174,16932,0
32580,4355,30741,22876,1
32590,8327,27243,18190,0
32600,1030,25883,20381,0
32610,6265,23340,17348,0
32620,6002,24588,18719,0
32630,3235,33000,17273,0
32640,4676,26528,21657,0
32650,7339,30646,17831,0
32660,5371,26864,19263,0
32670,9114,25436,19256,0
32680,3017,25886,18828,0
32690,8328,24205,21070,0
32700,6768,30516,19599,0
32710,3739,28235,22646,1
32720,4076,22766,20077,0
32730,6713,24954,19529,0
32740,9095,23490,18368,0
32750,2602,26396,20961,0
32760,2953,24404,18066,0
32770,4305,25665,17917,0
32780,5989,27826,16054,0
32790,7367,27601,21010,0
32800,5508,27000,16600,0
32810,2246,25079,22160,0
32820,8589,26157,15377,0
32830,5368,26991,19782,0
32840,6892,25029,19683,0
32850,8687,25748,19062,0
32860,1551,28798,20616,0
32870,4338,28692,19211,0
32880,4305,22351,15516,0
32890,9128,25144,16640,0
32900,1401,28242,18822,0
32910,1601,20949,17958,0
32920,4179,19451,16077,0
32930,1303,18152,14520,0
32940,4031,23787,17455,0
32950,3085,22947,15023,0
32960,1309,23977,17294,0
32970,6027,27018,16514,0
32980,9431,20218,17739,0
32990,9085,23064,16789,0
33000,9361,20777,15533,0
33010,3361,17370,15708,0
33020,4349,20923,17664,0
33030,2581,23624,17394,0
33040,2932,16521,17223,0
33050,2093,23544,16481,0
33060,9498,19529,15029,0
33070,7733,24756,14761,0
33080,6188,18416,14121,0
33090,1095,18366,14684,0
33100,8011,21829,14773,0
33110,3325,17522,13571,0
33120,5469,17632,13104,0
33130,4778,22150,14702,0
33140,8720,17988,13722,0
33150,4714,18623,13139,0
33160,5773,15642,11957,0
33170,8655,17727,11799,0
33180,5394,16326,13153,0
33190,1260,18652,11855,0
33200,2908,15048,13457,0
33210,2825,15231,11963,0
33220,9137,14091,12579,0
33230,5391,18481,11824,0
33240,7593,15792,11360,0
33250,2455,11325,12815,0
33260,1001,15646,10736,0
33270,2511,17107,11302,0
33280,5830,11936,10035,0
33290,4000,14912,10411,0
33300,7383,12852,10441,0
33310,3069,12801,10217,0
33320,7455,12363,10238,0
33330,2657,11044,9337,0
33340,5373,14348,9684,0
33350,5151,12333,9485,0
33360,4423,15043,11378,0
33370,9355,11933,9521,0
33380,1050,13332,10604,0
33390,4936,11956,8854,0
33400,6921,11711,8702,0
33410,5545,13895,9278,0
33420,9882,12482,8630,0
33430,6937,13664,8808,0
33440,9731,11346,8276,0
33450,8917,8979,7397,0
33460,4382,11073,8261,0
33470,7042,13444,8391,0
33480,7876,10745,8399,0
33490,8068,10375,9007,0
33500,8709,8936,7825,0
33510,1729,11984,7601,0
33520,7988,10460,8087,0
33530,3189,10346,7147,0
33540,6576,10375,7377,0
33550,1383,9401,7019,0
33560,1344,10729,6639,0
33570,5125,8760,7459,0
33580,2104,8328,6800,0
33590,9205,9365,8526,0
33600,4955,10369,7720,0
33610,4779,9251,6374,0
33620,9845,9931,6804,0
33630,4679,9970,6871,0
33640,9696,7408,5393,0
33650,7285,9055,6562,0
33660,5552,9718,7330,0
33670,8186,8351,6422,0
33680,6023,9331,7009,0
33690,5979,9048,6726,0
33700,4221,8362,6361,0
33710,2708,8382,7684,0
33720,2410,9622,6951,0
33730,8905,9241,7893,0
33740,4416,8128,6389,0
33750,3790,9730,7301,0
33760,6034,9082,6404,0
33770,4177,9274,7080,0
33780,6900,9032,6720,0
33790,1653,9461,7840,0
33800,2504,9637,6891,0
33810,5404,9186,5857,0
33820,2585,9864,6133,0
33830,3288,9339,7089,0
33840,4489,10177,8874,0
33850,8767,10411,6455,0
33860,3207,9522,7706,0
33870,2579,9613,7800,0
33880,5615,10005,7779,0
33890,4804,9870,7397,0
33900,5501,9131,7018,0
33910,9004,11477,7503,0
33920,2648,10547,7950,0
33930,9445,10011,8737,0
33940,1191,9987,7721,0
33950,5750,10086,7237,0
33960,5239,13939,8701,0
33970,9160,10836,8557,0
33980,4881,11477,9784,0
33990,3270,10102,8502,0
34000,7016,11765,8977,0
34010,8791,12549,8889,0
34020,5014,13748,9346,0
34030,8320,11117,7721,0
34040,6692,11633,8033,0
34050,6044,11666,9329,0
34060,2967,14214,10627,0
34070,5506,15971,11599,0
34080,9864,12718,9866,0
34090,9056,9939,9930,0
34100,5390,11249,9075,0
34110,2953,14674,9138,0
34120,5075,11478,10426,0
34130,8220,10319,8904,0
34140,7654,16417,8928,0
34150,4016,13307,9453,0
34160,9690,15228,10110,0
34170,6513,12573,10450,0
34180,1697,13997,10597,0
34190,9647,13091,8602,0
34200,3405,15073,10965,0
34210,2613,14423,11690,0
34220,6741,15357,10813,0
34230,2594,17141,9569,0
34240,8338,14649,11522,0
34250,5081,17429,10490,0
34260,3299,16831,12248,0
34270,3913,16820,10384,0
34280,6385,13900,11330,0
34290,9668,14231,11192,0
34300,2766,17588,12428,0
34310,5739,12896,12643,0
34320,3801,18696,12602,0
34330,1751,17710,12585,0
34340,5027,16623,13682,0
34350,3416,17942,13240,0
34360,6021,17546,12920,0
34370,2359,13384,12759,0
34380,5516,19617,11088,0
34390,5493,19175,13367,0
34400,4609,20966,13439,0
34410,8324,16453,15407,0
34420,1579,18531,14400,0
34430,7907,19060,14230,0
34440,4251,18776,11675,0
34450,7122,21489,13734,0
34460,7296,15886,12025,0
34470,4151,18741,14417,0
34480,5406,18082,13877,0
34490,5882,18049,15260,0
34500,3057,14747,14352,0
34510,3577,22073,16403,0
34520,9889,20331,15257,0
34530,9980,17268,12292,0
34540,7430,20534,15129,0
34550,1511,23987,17609,0
34560,9906,22525,13618,0
34570,3227,18476,14425,0
34580,7858,20460,16867,0
34590,9199,18409,14206,0
34600,8955,21134,12702,0
34610,1533,21217,13131,0
34620,7972,21754,15112,0
34630,4672,22030,16096,0
34640,1997,20841,14257,0
34650,6374,22616,15982,0
34660,2802,23258,16192,0
34670,4832,22873,19095,0
34680,8110,22968,14006,0
34690,7871,24262,17005,0
34700,5066,20762,15013,0
34710,4344,23224,19592,0
34720,1930,21051,17528,0
34730,9289,20173,13594,0
34740,7153,18878,12994,0
34750,3668,23555,14820,0
34760,7184,22985,16266,0
34770,7732,17148,13995,0
34780,9503,20811,15436,0
34790,4724,23627,15450,0
34800,5896,22323,16880,0
34810,9000,20650,15388,0
34820,2705,23651,16971,0
34830,2290,19678,15338,0
34840,2553,19791,12878,0
34850,6903,24580,18339,0
34860,5694,24793,20929,0
34870,3457,22615,15253,0
34880,9017,23175,17722,0
34890,9175,24320,13681,0
34900,5062,26096,17835,0
34910,6043,21816,16686,0
34920,4219,24652,18321,0
34930,8552,24951,17053,0
34940,9781,21740,17384,0
34950,1250,22149,17606,0
34960,7926,23269,20781,0
34970,1282,26804,19299,0
34980,2916,27904,21382,0
34990,8422,27157,17186,0
35000,3467,63804,55644,1
35010,9217,22253,13615,0
35020,5014,24948,19841,0
35030,5647,23401,21875,0
35040,7276,24915,19649,0
35050,2446,23796,19464,0
35060,5015,24879,18320,0
35070,7052,28548,20681,0
35080,9733,32536,23534,1
35090,9953,26553,20669,0
35100,5417,25718,18808,0
35110,4429,26593,22179,0
35120,3512,28019,19317,0
35130,1950,30724,21909,1
35140,9781,32099,23103,1
35150,9597,25140,20880,0
35160,6960,30211,21933,1
35170,7451,24080,20535,0
35180,5891,25889,19776,0
35190,7839,30178,21534,1
35200,9649,30957,18729,0
35210,2605,24805,22145,0
35220,4254,29124,21993,1
35230,8426,31784,22510,1
35240,8221,24840,20401,0
35250,1733,27014,24726,1
35260,9811,37081,22774,1
35270,7672,33739,25598,1
35280,2170,31713,22085,1
35290,4646,32146,23866,1
35300,2022,37456,25225,1
35310,3220,34378,22953,1
35320,1755,28651,23974,1
35330,1298,32465,22324,1
35340,3393,35006,23134,1
35350,6314,31626,18937,1
35360,5507,26699,19642,0
35370,6571,38270,26023,1
35380,4295,37905,28093,1
35390,9421,26755,22217,0
35400,5974,23927,27030,1
35410,9671,29407,23594,1
35420,9722,32364,23320,1
35430,9516,32361,23391,1
35440,9190,34159,25674,1
35450,4918,31474,25412,1
35460,5991,32836,23203,1
35470,5310,27761,21303,0
35480,5595,26054,24518,1
35490,7493,35180,18270,1
35500,4077,31108,26269,1
35510,1060,28554,24226,1
35520,4571,30681,26899,1
35530,8564,33181,25250,1
35540,2851,32626,26330,1
35550,2726,33046,21115,1
35560,1479,34236,23026,1
35570,9211,28765,21706,0
35580,5621,23897,22140,0
35590,7123,29760,24656,1
35600,9992,30361,21119,1
35610,3107,30183,26283,1
35620,6464,31144,26858,1
35630,8307,29312,24209,1
35640,1591,23673,20658,0
35650,4204,38218,22984,1
35660,9736,22381,23294,0
35670,9219,22851,19557,0
35680,2655,38489,24644,1
35690,6027,31084,19764,1
35700,9671,30110,23995,1
35710,2132,29737,19503,0
35720,9516,24238,22855,0
35730,3982,27167,22072,0
35740,1961,27573,26704,1
35750,8875,28293,17573,0
35760,7084,26283,21590,0
35770,7566,31637,19855,1
35780,4955,25374,18383,0
35790,3910,22465,19017,0
35800,9068,26669,21904,0
35810,1834,30413,18977,0
35820,1327,22266,18193,0
35830,3871,26476,19653,0
35840,8154,23995,19658,0
35850,2789,23534,20249,0
35860,4385,26236,22065,0
35870,1462,20556,16825,0
35880,4936,21007,18844,0
35890,9059,26952,15710,0
35900,9119,27803,14490,0
35910,1186,23648,17413,0
35920,8814,24705,16237,0
35930,2380,23089,16296,0
35940,5522,30119,19384,0
35950,4418,22004,13750,0
35960,2035,21473,14841,0
35970,4035,18767,18023,0
35980,4975,26791,15667,0
35990,5858,20090,14227,0
36000,7478,20340,15629,0
36010,9690,20607,19155,0
36020,3626,18223,14933,0
36030,9669,18411,13128,0
36040,5973,16273,13802,0
36050,7992,20751,15966,0
36060,2999,20220,13327,0
36070,4098,23811,15543,0
36080,1918,19380,12154,0
36090,3701,20301,13987,0
36100,6567,18845,13208,0
36110,6050,19468,14525,0
36120,7241,19352,13846,0
36130,4495,17316,13403,0
36140,4346,16208,13310,0
36150,8697,16241,11700,0
36160,2836,18995,15089,0
36170,8511,16682,15246,0
36180,9875,15131,12258,0
36190,4071,16697,11855,0
36200,5851,13551,12280,0
36210,8131,15194,12364,0
36220,2867,15386,12721,0
36230,2207,18637,12436,0
36240,7531,18073,15141,0
36250,1711,14952,11565,0
36260,3661,15131,10811,0
36270,7640,16391,13417,0
36280,3660,15026,10937,0
36290,2311,17015,11973,0
36300,1052,12445,11856,0
36310,5773,17180,14541,0
36320,3752,11900,10818,0
36330,7789,14329,12022,0
36340,3344,14893,11153,0
36350,3885,12621,10372,0
36360,7630,14572,10096,0
36370,5853,15604,10429,0
36380,3317,13107,11695,0
36390,5094,14136,11687,0
36400,9028,17009,11953,0
36410,5913,16611,12181,0
36420,2063,13729,12000,0
36430,5923,15351,10325,0
36440,5010,12158,11070,0
36450,3073,12041,11466,0
36460,3221,13508,11752,0
36470,2521,16025,10785,0
36480,6752,12148,10007,0
36490,5896,13550,9734,0
36500,8715,11107,9589,0
36510,4020,12697,9790,0
36520,2442,12137,11059,0
36530,9717,11442,9281,0
36540,5114,15176,11670,0
36550,3014,12591,9579,0
36560,6252,13064,11300,0
36570,8879,15302,9642,0
36580,8979,12135,9198,0
36590,2547,11706,8500,0
36600,3333,12955,9184,0
36610,6866,14108,9855,0
36620,4028,12731,8872,0
36630,1441,12481,8081,0
36640,2374,10744,8672,0
36650,7417,12489,9476,0
36660,7800,12717,7335,0
36670,4027,12467,9390,0
36680,4964,14242,9973,0
36690,4964,10558,9442,0
36700,1094,11356,9306,0
36710,9405,13335,7891,0
36720,4160,15364,9292,0
36730,2162,12275,8512,0
36740,2741,12779,8765,0
36750,5116,12335,9940,0
36760,8087,11506,8393,0
36770,3750,11469,7316,0
36780,4501,13977,9745,0
36790,4258,12816,6975,0
36800,3483,12107,8229,0
36810,3982,9645,7788,0
36820,1009,11182,8540,0
36830,5143,11345,6579,0
36840,8436,10506,8102,0
36850,6515,10068,8344,0
36860,8525,10977,7869,0
36870,4979,10646,7116,0
36880,1031,12845,7695,0
36890,6396,9451,9998,0
36900,9619,12066,7125,0
36910,3547,10908,8797,0
36920,1794,11450,8076,0
36930,4570,9454,6338,0
36940,1896,11057,8571,0
36950,7822,8811,8053,0
36960,8668,9616,7039,0
36970,6035,10602,7190,0
36980,2715,9060,10040,0
36990,9937,10137,9026,0
37000,4166,10743,7446,0
37010,5363,9654,8824,0
37020,6841,10202,8614,0
37030,9668,7818,7141,0
37040,8591,10673,8520,0
37050,7604,10425,6959,0
37060,2912,8888,7726,0
37070,8102,8093,7861,0
37080,4283,9222,7801,0
37090,1272,9572,7753,0
37100,1631,8761,8820,0
37110,7899,10369,7822,0
37120,6776,9385,7425,0
37130,3855,10782,7675,0
37140,1052,13187,8242,0
37150,8973,9299,7095,0
37160,3632,10269,8532,0
37170,6207,11033,7586,0
37180,2379,10360,7946,0
37190,7786,11765,7922,0
37200,4808,9732,7759,0
37210,8500,9823,7636,0
37220,4892,10415,8012,0
37230,6271,12256,8733,0
37240,1858,10129,9218,0
37250,7969,10561,8155,0
37260,9636,9114,8222,0
37270,3173,12833,8705,0
37280,1640,12533,7218,0
37290,1080,11017,8680,0
37300,7424,11565,9535,0
37310,3712,9764,10110,0
37320,6564,10940,8533,0
37330,3236,11365,9558,0
37340,3076,12013,10071,0
37350,1285,11174,9178,0
37360,6951,10687,9221,0
37370,4407,12890,10325,0
37380,6541,13728,10368,0
37390,4677,11067,9657,0
37400,7800,13283,9635,0
37410,9266,16456,11288,0
37420,1487,12065,9503,0
37430,2660,14550,9497,0
37440,9346,11924,10094,0
37450,1029,15405,9747,0
37460,3220,13259,9810,0
37470,3623,14044,11199,0
37480,3113,12724,8727,0
37490,8007,13582,10591,0
37500,9603,14451,11429,0
37510,2303,12741,10063,0
37520,4733,14196,11655,0
37530,1205,16123,11333,0
37540,6229,14842,11517,0
37550,8442,15073,13064,0
37560,9801,20327,12217,0
37570,9931,19211,12719,0
37580,8833,16087,13754,0
37590,6946,17045,12761,0
37600,4505,15525,12682,0
37610,6276,18932,12657,0
37620,8277,19957,13796,0
37630,6884,18578,13163,0
37640,8754,17854,13304,0
37650,2222,21614,16578,0
37660,5196,17551,16209,0
37670,8902,22220,14201,0
37680,5776,18307,12407,0
37690,2988,19514,14777,0
37700,6939,20919,15199,0
37710,9677,21690,14817,0
37720,9707,17170,14177,0
37730,4072,20378,16404,0
37740,2838,26073,15478,0
37750,5587,19300,15031,0
37760,3123,19357,15402,0
37770,3504,20937,20124,0
37780,8329,23632,17989,0
37790,2557,26520,17734,0
37800,8075,25051,17823,0
37810,5038,24447,16901,0
37820,9573,21270,19616,0
37830,4609,22043,16645,0
37840,2783,25325,19189,0
37850,2871,26434,19335,0
37860,9091,22826,17726,0
37870,5570,24549,19748,0
37880,3231,23259,17538,0
37890,8304,27698,19773,0
37900,1581,27874,20305,0
37910,7113,24385,17192,0
37920,8702,23480,20751,0
37930,8740,28839,21382,0
37940,9194,27304,17809,0
37950,5458,25160,19838,0
37960,9915,24672,18721,0
37970,5798,27571,20845,0
37980,6157,28354,21072,0
37990,4649,33589,23709,1
38000,7405,24374,25189,0
38010,8485,27865,21226,0
38020,5091,30184,20237,0
38030,3312,28504,23092,1
38040,1991,28883,20718,0
38050,9606,25145,21047,0
38060,5440,27996,19241,0
38070,1931,29748,21836,1
38080,1531,24003,20409,0
38090,7202,39792,23697,1
38100,3753,26629,21469,0
38110,2082,25416,20675,0
38120,8259,28993,23850,1
38130,7874,29000,23862,1
38140,3022,30017,20330,0
38150,8910,23952,19809,0
38160,3158,28933,23609,1
38170,8024,29996,22042,1
38180,1880,26646,23982,1
38190,2965,30038,26941,1
38200,6171,27074,23044,0
38210,7437,34523,22029,1
38220,5581,32639,23286,1
38230,3595,26964,20742,0
38240,6515,28634,21056,0
38250,4198,30227,22356,1
38260,3729,31167,20697,1
38270,3221,28648,21917,1
38280,1126,26574,21862,0
38290,1894,32822,20343,1
38300,2823,30024,21183,1
38310,7815,23978,21815,0
38320,5981,30803,20288,1
38330,1415,25164,23153,0
38340,2756,35546,22643,1
38350,2327,31104,21368,1
38360,2780,30912,25936,1
38370,1511,32291,23684,1
38380,7545,32016,21611,1
38390,7501,22209,20498,0
38400,2997,28973,23483,1
38410,8674,25039,20118,0
38420,7163,24949,22263,0
38430,4266,35535,25282,1
38440,6775,30424,23542,1
38450,6233,24209,17155,0
38460,3562,26890,21452,0
38470,9508,22013,22582,0
38480,2674,28715,23416,1
38490,3532,30620,23612,1
38500,2108,31933,21754,1
38510,1003,32388,22662,1
38520,1175,28726,19482,0
38530,3106,26876,20578,0
38540,9413,29936,24347,1
38550,2204,23209,19474,0
38560,8655,28198,19968,0
38570,4943,18323,13249,0
38580,5485,29574,21145,1
38590,4547,28610,21846,0
38600,2271,32657,19189,1
38610,3013,24360,18898,0
38620,4677,29042,18424,0
38630,8283,20555,20103,0
38640,9044,29988,17715,0
38650,2723,22704,19947,0
38660,6729,23874,21785,0
38670,9610,28190,23528,1
38680,1151,26425,19360,0
38690,4845,22083,18937,0
38700,9633,26730,20117,0
38710,8806,24984,16609,0
38720,5847,37618,26547,1
38730,5620,28056,19571,0
38740,7232,25757,21277,0
38750,9418,26681,22502,0
38760,8077,27426,16686,0
38770,9050,35887,24854,1
38780,6972,27597,16137,0
38790,6227,26343,21355,0
38800,2765,27379,18928,0
38810,2827,25562,16836,0
38820,5090,25419,22027,0
38830,5379,25904,21910,0
38840,6399,24229,19389,0
38850,4576,28828,18513,0
38860,2751,21183,19284,0
38870,1207,22045,18768,0
38880,9916,24711,20755,0
38890,7353,22697,19480,0
38900,5252,22590,21874,0
38910,3122,28494,21660,0
38920,4509,25943,15737,0
38930,6338,24118,26979,1
38940,6049,31744,21469,1
38950,2844,19457,17116,0
38960,1590,25111,17283,0
38970,7965,24998,21062,0
38980,6852,27851,20001,0
38990,3650,27748,21061,0
39000,5136,26613,17876,0
39010,4712,21190,18600,0
39020,1435,25931,17198,0
39030,5233,27861,20261,0
39040,6193,23968,19060,0
39050,7707,30042,17999,0
39060,6425,23032,20038,0
39070,6723,26804,17499,0
39080,3413,23256,19111,0
39090,8882,20094,18475,0
39100,7877,21033,18230,0
39110,2298,23189,15924,0
39120,1981,21142,18660,0
39130,4614,23108,14302,0
39140,9021,23536,16772,0
39150,2904,27976,19051,0
39160,4787,23454,19126,0
39170,3678,24619,17098,0
39180,5311,21738,18089,0
39190,9708,25135,16210,0
39200,1501,23385,17818,0
39210,3816,22084,18663,0
39220,5396,23725,17071,0
39230,7109,23230,21475,0
39240,3903,25293,20728,0
39250,7195,21427,15425,0
39260,9295,22870,15375,0
39270,6256,19058,16863,0
39280,8376,18983,15593,0
39290,5493,18731,17121,0
39300,7549,18717,15782,0
39310,7212,19704,16593,0
39320,2928,22677,14052,0
39330,4184,23834,18648,0
39340,9718,21411,15608,0
39350,4310,19132,15041,0
39360,1323,20075,13499,0
39370,8144,20676,13562,0
39380,5707,18475,14441,0
39390,4646,20366,15657,0
39400,5984,16466,12967,0
39410,8950,21550,15781,0
39420,5256,19396,15083,0
39430,2613,18605,15987,0
39440,4605,18666,12850,0
39450,1169,17515,12379,0
39460,1882,14705,14158,0
39470,8591,17381,11528,0
39480,8598,16348,11310,0
39490,6021,12726,11986,0
39500,5192,14971,13439,0
39510,3702,15191,10424,0
39520,5570,12468,12033,0
39530,9985,14436,12014,0
39540,8867,17274,12229,0
39550,5478,19283,10062,0
39560,5834,13711,12927,0
39570,9152,13454,10323,0
39580,4684,13037,9977,0
39590,8094,11247,10509,0
39600,1884,12716,9194,0
39610,1208,12984,9491,0
39620,9577,14191,9531,0
39630,5749,11168,9201,0
39640,6805,13745,9907,0
39650,4286,14850,9967,0
39660,4600,12291,7042,0
39670,5119,14304,8555,0
39680,8673,10357,8158,0
39690,7179,12810,7680,0
39700,9896,13388,8210,0
39710,7880,10264,7285,0
39720,3860,10069,8602,0
39730,5008,11217,7770,0
39740,1646,10495,8724,0
39750,6719,11080,7694,0
39760,4490,9807,7957,0
39770,8876,11816,8225,0
39780,3139,9180,7118,0
39790,3177,8671,7132,0
39800,9724,9023,7492,0
39810,3262,10547,6901,0
39820,4425,7085,6644,0
39830,6680,6894,8073,0
39840,1921,9982,7458,0
39850,7852,10404,7432,0
39860,3355,9254,6944,0
39870,9287,10604,7107,0
39880,6416,6568,6387,0
39890,8390,10982,8455,0
39900,2214,10243,7340,0
39910,9155,10840,7229,0
39920,4742,10026,7494,0
